endcap,station,ring,chamber,NSegments,xx,yy,zz,aa,bb,cc
1,3,2,31,17201,5.94E-05,0.0383953,0.005625,1.64E-07,3.84E-07,6.00E-09
1,3,2,32,21304,4.83E-05,0.0147807,0.005625,1.64E-07,3.84E-07,5.60E-09
1,3,2,33,21344,4.77E-05,0.0207569,0.005625,1.64E-07,3.84E-07,5.51E-09
1,3,2,34,19462,5.62E-05,0.0312234,0.005625,1.64E-07,3.84E-07,5.81E-09
1,3,2,35,13658,9.32E-05,0.0395328,0.005625,1.64E-07,3.84E-07,8.71E-09
1,3,2,36,17250,3.02E-05,0.027159,0.005625,1.64E-07,3.84E-07,3.79E-09
1,4,1,1,43893,6.39E-06,0.000834782,0.003025,3.03E-07,3.03E-07,4.39E-09
1,4,1,2,44860,6.83E-06,0.000906659,0.003025,3.03E-07,3.03E-07,4.67E-09
1,4,1,3,42351,6.80E-06,0.000895678,0.003025,3.03E-07,3.03E-07,4.64E-09
1,4,1,4,44585,6.74E-06,0.000875862,0.003025,3.03E-07,3.03E-07,4.56E-09
1,4,1,5,42103,6.67E-06,0.000876812,0.003025,3.03E-07,3.03E-07,4.58E-09
1,4,1,6,40074,7.32E-06,0.000937275,0.003025,3.03E-07,3.03E-07,5.05E-09
1,4,1,7,37880,7.15E-06,0.000907879,0.003025,3.03E-07,3.03E-07,4.93E-09
1,4,1,8,40569,7.21E-06,0.000929357,0.003025,3.03E-07,3.03E-07,5.00E-09
1,4,1,9,40516,6.65E-06,0.000875931,0.003025,3.03E-07,3.03E-07,4.58E-09
1,4,1,10,43119,6.54E-06,0.000857984,0.003025,3.03E-07,3.03E-07,4.48E-09
1,4,1,11,42319,6.45E-06,0.000843482,0.003025,3.03E-07,3.03E-07,4.43E-09
1,4,1,12,43823,6.60E-06,0.000872011,0.003025,3.03E-07,3.03E-07,4.54E-09
1,4,1,13,43422,6.25E-06,0.000818141,0.003025,3.03E-07,3.03E-07,4.29E-09
1,4,1,14,46393,6.27E-06,0.000829944,0.003025,3.03E-07,3.03E-07,4.31E-09
1,4,1,15,30794,9.05E-06,0.00146249,0.003025,3.03E-07,3.03E-07,6.10E-09
1,4,1,16,46340,6.51E-06,0.000850123,0.003025,3.03E-07,3.03E-07,4.46E-09
1,4,1,17,45358,6.37E-06,0.000831095,0.003025,3.03E-07,3.03E-07,4.34E-09
1,4,1,18,46812,6.39E-06,0.000843294,0.003025,3.03E-07,3.03E-07,4.38E-09
1,4,2,1,20590,5.82E-05,0.0326318,0.01,3.60E-07,2.35E-07,6.87E-09
1,4,2,2,19674,6.42E-05,0.0125618,0.01,3.60E-07,2.35E-07,7.24E-09
1,4,2,3,17820,6.76E-05,0.0291456,0.01,3.60E-07,2.35E-07,8.37E-09
1,4,2,4,20031,7.51E-05,0.034276,0.01,3.60E-07,2.35E-07,9.04E-09
1,4,2,5,16980,7.20E-05,0.0371207,0.01,3.60E-07,2.35E-07,9.77E-09
1,4,2,6,21161,5.35E-05,0.0313222,0.01,3.60E-07,2.35E-07,7.22E-09
1,4,2,7,20313,5.76E-05,0.00927971,0.01,3.60E-07,2.35E-07,6.57E-09
1,4,2,8,21941,5.50E-05,0.0310504,0.01,3.60E-07,2.35E-07,6.49E-09
1,4,2,9,19008,6.49E-05,0.0340362,0.01,3.60E-07,2.35E-07,7.32E-09
1,4,2,10,21877,5.44E-05,0.0314995,0.01,3.60E-07,2.35E-07,6.54E-09
1,4,2,11,17791,7.40E-05,0.0361782,0.01,3.60E-07,2.35E-07,8.51E-09
1,4,2,12,20671,5.92E-05,0.0316864,0.01,3.60E-07,2.35E-07,7.04E-09
1,4,2,13,19705,5.91E-05,0.034631,0.01,3.60E-07,2.35E-07,7.02E-09
1,4,2,14,24664,4.48E-05,0.00702977,0.01,3.60E-07,2.35E-07,5.58E-09
1,4,2,15,22862,4.84E-05,0.00978141,0.01,3.60E-07,2.35E-07,5.87E-09
1,4,2,16,22147,5.36E-05,0.0303703,0.01,3.60E-07,2.35E-07,6.41E-09
1,4,2,17,17786,7.39E-05,0.0352813,0.01,3.60E-07,2.35E-07,8.04E-09
1,4,2,18,19009,7.19E-05,0.0103499,0.01,3.60E-07,2.35E-07,7.97E-09
1,4,2,19,20501,5.87E-05,0.0092681,0.01,3.60E-07,2.35E-07,6.81E-09
1,4,2,20,21665,5.72E-05,0.0313307,0.01,3.60E-07,2.35E-07,6.49E-09
1,4,2,21,15774,7.61E-05,0.0394354,0.01,3.60E-07,2.35E-07,7.51E-09
1,4,2,22,23423,5.06E-05,0.0289519,0.01,3.60E-07,2.35E-07,6.11E-09
1,4,2,23,21774,5.39E-05,0.0294585,0.01,3.60E-07,2.35E-07,6.32E-09
1,4,2,24,24388,4.66E-05,0.0272787,0.01,3.60E-07,2.35E-07,5.73E-09
1,4,2,25,20783,5.74E-05,0.0307401,0.01,3.60E-07,2.35E-07,6.58E-09
1,4,2,26,21475,5.89E-05,0.0301288,0.01,3.60E-07,2.35E-07,6.92E-09
1,4,2,27,19103,6.34E-05,0.0346526,0.01,3.60E-07,2.35E-07,6.91E-09
1,4,2,28,25084,4.70E-05,0.0277506,0.01,3.60E-07,2.35E-07,5.77E-09
1,4,2,29,19818,6.02E-05,0.0341032,0.01,3.60E-07,2.35E-07,7.09E-09
1,4,2,30,18615,7.51E-05,0.0351987,0.01,3.60E-07,2.35E-07,8.29E-09
1,4,2,31,17901,6.94E-05,0.0412818,0.01,3.60E-07,2.35E-07,7.43E-09
1,4,2,32,20550,6.02E-05,0.0422323,0.01,3.60E-07,2.35E-07,6.93E-09
1,4,2,33,22674,5.00E-05,0.0278632,0.01,3.60E-07,2.35E-07,5.98E-09
1,4,2,34,21169,5.75E-05,0.00854651,0.01,3.60E-07,2.35E-07,6.35E-09
1,4,2,35,16667,8.31E-05,0.0386234,0.01,3.60E-07,2.35E-07,8.63E-09
1,4,2,36,19830,6.38E-05,0.0185664,0.01,3.60E-07,2.35E-07,6.68E-09
2,1,1,1,34500,1.01E-06,0.0014144,0.0049,1.09E-07,8.70E-08,6.56E-10
2,1,1,2,35236,6.90E-07,0.000441377,0.0049,1.09E-07,8.70E-08,4.80E-10
2,1,1,3,33061,9.39E-07,0.00163509,0.0049,1.09E-07,8.70E-08,6.83E-10
2,1,1,4,34496,7.24E-07,0.00158367,0.0049,1.09E-07,8.70E-08,4.94E-10
2,1,1,5,21589,1.69E-06,0.00103982,0.0049,1.09E-07,8.70E-08,1.37E-09
2,1,1,6,25999,9.67E-07,0.000601459,0.0049,1.09E-07,8.70E-08,6.14E-10
2,1,1,7,29789,1.07E-06,0.00169003,0.0049,1.09E-07,8.70E-08,1.02E-09
2,1,1,8,34176,6.37E-07,0.000263542,0.0049,1.09E-07,8.70E-08,3.15E-10
2,1,1,9,34734,1.09E-06,0.00121937,0.0049,1.09E-07,8.70E-08,7.27E-10
2,1,1,10,33781,7.44E-07,0.000467099,0.0049,1.09E-07,8.70E-08,5.23E-10
2,1,1,11,30697,1.03E-06,0.000673479,0.0049,1.09E-07,8.70E-08,7.92E-10
2,1,1,12,33144,7.40E-07,0.000464487,0.0049,1.09E-07,8.70E-08,5.20E-10
2,1,1,13,34249,1.02E-06,0.000592763,0.0049,1.09E-07,8.70E-08,6.49E-10
2,1,1,14,34772,6.98E-07,0.000439147,0.0049,1.09E-07,8.70E-08,4.86E-10
2,1,1,15,33009,9.47E-07,0.000599667,0.0049,1.09E-07,8.70E-08,6.58E-10
2,1,1,16,34623,7.17E-07,0.0015549,0.0049,1.09E-07,8.70E-08,4.90E-10
2,1,1,17,26569,1.23E-06,0.00207318,0.0049,1.09E-07,8.70E-08,9.32E-10
2,1,1,18,31481,7.89E-07,0.00164528,0.0049,1.09E-07,8.70E-08,5.39E-10
2,1,1,19,32871,1.27E-06,0.00165144,0.0049,1.09E-07,8.70E-08,6.99E-10
2,1,1,20,31628,7.60E-07,0.000476555,0.0049,1.09E-07,8.70E-08,5.20E-10
2,1,1,21,30827,1.05E-06,0.000632379,0.0049,1.09E-07,8.70E-08,8.07E-10
2,1,1,22,32982,4.63E-07,0.000342035,0.0049,1.09E-07,8.70E-08,4.42E-10
2,1,1,23,31655,9.81E-07,0.000619917,0.0049,1.09E-07,8.70E-08,6.80E-10
2,1,1,24,34456,7.09E-07,0.000447074,0.0049,1.09E-07,8.70E-08,4.77E-10
2,1,1,25,32209,9.51E-07,0.00176831,0.0049,1.09E-07,8.70E-08,7.11E-10
2,1,1,26,34294,7.19E-07,0.000465242,0.0049,1.09E-07,8.70E-08,5.03E-10
2,1,1,27,33419,9.28E-07,0.00164643,0.0049,1.09E-07,8.70E-08,6.50E-10
2,1,1,28,34732,3.69E-07,0.000224771,0.0049,1.09E-07,8.70E-08,4.97E-10
2,1,1,29,34833,9.14E-07,0.00146191,0.0049,1.09E-07,8.70E-08,6.35E-10
2,1,1,30,34407,7.16E-07,0.000450381,0.0049,1.09E-07,8.70E-08,5.02E-10
2,1,1,31,33438,9.26E-07,0.00163075,0.0049,1.09E-07,8.70E-08,6.59E-10
2,1,1,32,31171,8.00E-07,0.000509832,0.0049,1.09E-07,8.70E-08,5.65E-10
2,1,1,33,32387,9.74E-07,0.0014885,0.0049,1.09E-07,8.70E-08,8.54E-10
2,1,1,34,33563,7.23E-07,0.000463319,0.0049,1.09E-07,8.70E-08,5.09E-10
2,1,1,35,33842,9.32E-07,0.00133286,0.0049,1.09E-07,8.70E-08,8.00E-10
2,1,1,36,30747,3.46E-07,0.000213933,0.0049,1.09E-07,8.70E-08,2.99E-10
2,1,2,1,19668,1.41E-05,0.00852898,0.009025,3.60E-07,3.60E-07,6.25E-09
2,1,2,2,18720,1.38E-05,0.0079665,0.009025,3.60E-07,3.60E-07,5.92E-09
2,1,2,3,18740,1.46E-05,0.00846757,0.009025,3.60E-07,3.60E-07,6.63E-09
2,1,2,4,14709,2.09E-05,0.00995422,0.009025,3.60E-07,3.60E-07,8.36E-09
2,1,2,5,16199,2.00E-05,0.0098268,0.009025,3.60E-07,3.60E-07,8.74E-09
2,1,2,6,16938,1.55E-05,0.00860988,0.009025,3.60E-07,3.60E-07,6.62E-09
2,1,2,7,18099,1.60E-05,0.00896185,0.009025,3.60E-07,3.60E-07,6.97E-09
2,1,2,8,14838,1.74E-05,0.00963229,0.009025,3.60E-07,3.60E-07,7.35E-09
2,1,2,9,18595,1.52E-05,0.00876959,0.009025,3.60E-07,3.60E-07,6.49E-09
2,1,2,10,19126,1.35E-05,0.00822143,0.009025,3.60E-07,3.60E-07,5.89E-09
2,1,2,11,19343,1.46E-05,0.00851917,0.009025,3.60E-07,3.60E-07,6.43E-09
2,1,2,12,17857,1.40E-05,0.00808896,0.009025,3.60E-07,3.60E-07,6.04E-09
2,1,2,13,18480,1.56E-05,0.00886579,0.009025,3.60E-07,3.60E-07,6.82E-09
2,1,2,14,19073,1.34E-05,0.00764137,0.009025,3.60E-07,3.60E-07,5.91E-09
2,1,2,15,20255,1.37E-05,0.00813262,0.009025,3.60E-07,3.60E-07,5.99E-09
2,1,2,16,15407,1.82E-05,0.00931379,0.009025,3.60E-07,3.60E-07,7.32E-09
2,1,2,17,16302,1.84E-05,0.00978247,0.009025,3.60E-07,3.60E-07,7.64E-09
2,1,2,18,16896,1.51E-05,0.00860783,0.009025,3.60E-07,3.60E-07,6.20E-09
2,1,2,19,20073,1.37E-05,0.00805314,0.009025,3.60E-07,3.60E-07,6.09E-09
2,1,2,20,16942,1.64E-05,0.00845828,0.009025,3.60E-07,3.60E-07,6.97E-09
2,1,2,21,13347,1.96E-05,0.0112594,0.009025,3.60E-07,3.60E-07,1.18E-08
2,1,2,22,17862,1.49E-05,0.00847533,0.009025,3.60E-07,3.60E-07,6.33E-09
2,1,2,23,19990,1.37E-05,0.00800103,0.009025,3.60E-07,3.60E-07,6.00E-09
2,1,2,24,19402,1.27E-05,0.00766938,0.009025,3.60E-07,3.60E-07,5.39E-09
2,1,2,25,16217,1.88E-05,0.00947262,0.009025,3.60E-07,3.60E-07,7.48E-09
2,1,2,26,14033,1.89E-05,0.00936351,0.009025,3.60E-07,3.60E-07,6.77E-09
2,1,2,27,15756,1.91E-05,0.0101445,0.009025,3.60E-07,3.60E-07,7.67E-09
2,1,2,28,15013,1.85E-05,0.00973067,0.009025,3.60E-07,3.60E-07,6.98E-09
2,1,2,29,15089,1.97E-05,0.0100236,0.009025,3.60E-07,3.60E-07,7.49E-09
2,1,2,30,13391,1.97E-05,0.0101252,0.009025,3.60E-07,3.60E-07,6.91E-09
2,1,2,31,14963,2.10E-05,0.0103285,0.009025,3.60E-07,3.60E-07,8.32E-09
2,1,2,32,15224,1.80E-05,0.00902259,0.009025,3.60E-07,3.60E-07,7.25E-09
2,1,2,33,16377,1.82E-05,0.0122868,0.009025,3.60E-07,3.60E-07,7.98E-09
2,1,2,34,18548,1.40E-05,0.00850376,0.009025,3.60E-07,3.60E-07,6.08E-09
2,1,2,35,17620,1.67E-05,0.00913037,0.009025,3.60E-07,3.60E-07,7.13E-09
2,1,2,36,16852,1.53E-05,0.00893288,0.009025,3.60E-07,3.60E-07,6.35E-09
2,1,3,1,7245,0.00023627,1.11E-07,0.0081,1.89E-07,1.89E-07,0.000114722
2,1,3,2,6500,0.000262627,1.26E-07,0.0081,1.89E-07,1.89E-07,0.000127071
2,1,3,3,6113,0.000273944,1.46E-07,0.0081,1.89E-07,1.89E-07,0.00013653
2,1,3,4,3642,0.000495462,2.43E-07,0.0081,1.89E-07,1.89E-07,0.000238933
2,1,3,5,3933,0.000430459,2.09E-07,0.0081,1.89E-07,1.89E-07,0.000214317
2,1,3,6,2416,0.000738181,3.44E-07,0.0081,1.89E-07,1.89E-07,0.000353924
2,1,3,7,4476,0.000401025,2.08E-07,0.0081,1.89E-07,1.89E-07,0.000195453
2,1,3,8,5993,0.000271084,1.38E-07,0.0081,1.89E-07,1.89E-07,0.000134234
2,1,3,9,5728,0.000271913,1.39E-07,0.0081,1.89E-07,1.89E-07,0.000134903
2,1,3,10,7242,0.00023059,1.13E-07,0.0081,1.89E-07,1.89E-07,0.000110818
2,1,3,11,7195,0.000228648,1.12E-07,0.0081,1.89E-07,1.89E-07,0.000111169
2,1,3,12,6126,0.000271197,1.37E-07,0.0081,1.89E-07,1.89E-07,0.000133066
2,1,3,13,5651,0.000312656,1.61E-07,0.0081,1.89E-07,1.89E-07,0.000155445
2,1,3,14,7163,0.000228246,1.09E-07,0.0081,1.89E-07,1.89E-07,0.000110009
2,1,3,15,5859,0.000286188,1.38E-07,0.0081,1.89E-07,1.89E-07,0.000140611
2,1,3,16,5764,0.000305135,1.65E-07,0.0081,1.89E-07,1.89E-07,0.000151478
2,1,3,17,6435,0.000267496,1.40E-07,0.0081,1.89E-07,1.89E-07,0.000133207
2,1,3,18,6556,0.000248463,1.25E-07,0.0081,1.89E-07,1.89E-07,0.000121802
2,1,3,19,7419,0.00022775,1.12E-07,0.0081,1.89E-07,1.89E-07,0.000111048
2,1,3,20,7177,0.000221608,1.12E-07,0.0081,1.89E-07,1.89E-07,0.000108504
2,1,3,21,6259,0.000259631,1.37E-07,0.0081,1.89E-07,1.89E-07,0.000128927
2,1,3,22,6307,0.000266195,1.34E-07,0.0081,1.89E-07,1.89E-07,0.000131382
2,1,3,23,6539,0.000249131,1.23E-07,0.0081,1.89E-07,1.89E-07,0.000122716
2,1,3,24,4896,0.00032611,1.55E-07,0.0081,1.89E-07,1.89E-07,0.000161637
2,1,3,25,3903,0.000448964,2.11E-07,0.0081,1.89E-07,1.89E-07,0.000215246
2,1,3,26,4445,0.000350444,1.64E-07,0.0081,1.89E-07,1.89E-07,0.000173566
2,1,3,27,3385,0.000474664,1.97E-07,0.0081,1.89E-07,1.89E-07,0.000228709
2,1,3,28,2795,0.000595349,2.34E-07,0.0081,1.89E-07,1.89E-07,0.000274409
2,1,3,29,2549,0.000683438,2.82E-07,0.0081,1.89E-07,1.89E-07,0.000318642
2,1,3,30,2586,0.000590927,2.85E-07,0.0081,1.89E-07,1.89E-07,0.000290576
2,1,3,31,2499,0.00066587,3.01E-07,0.0081,1.89E-07,1.89E-07,0.000320178
2,1,3,32,4022,0.000406252,1.75E-07,0.0081,1.89E-07,1.89E-07,0.000190676
2,1,3,33,5031,0.000339937,1.64E-07,0.0081,1.89E-07,1.89E-07,0.00016378
2,1,3,34,7041,0.000241586,1.21E-07,0.0081,1.89E-07,1.89E-07,0.000118366
2,1,3,35,6506,0.000250943,1.26E-07,0.0081,1.89E-07,1.89E-07,0.000121907
2,1,3,36,6384,0.000258388,1.26E-07,0.0081,1.89E-07,1.89E-07,0.000125061
2,1,4,1,34500,1.01E-06,0.00141409,0.0049,1.09E-07,8.70E-08,6.56E-10
2,1,4,2,35236,6.90E-07,0.000441332,0.0049,1.09E-07,8.70E-08,4.80E-10
2,1,4,3,33061,9.39E-07,0.00163445,0.0049,1.09E-07,8.70E-08,6.83E-10
2,1,4,4,34496,7.24E-07,0.00158258,0.0049,1.09E-07,8.70E-08,4.94E-10
2,1,4,5,21589,1.69E-06,0.00103937,0.0049,1.09E-07,8.70E-08,1.37E-09
2,1,4,6,25999,9.67E-07,0.000601134,0.0049,1.09E-07,8.70E-08,6.14E-10
2,1,4,7,29789,1.07E-06,0.0016901,0.0049,1.09E-07,8.70E-08,1.02E-09
2,1,4,8,34176,6.37E-07,0.000263464,0.0049,1.09E-07,8.70E-08,3.15E-10
2,1,4,9,34734,1.09E-06,0.0012185,0.0049,1.09E-07,8.70E-08,7.27E-10
2,1,4,10,33781,7.44E-07,0.000467166,0.0049,1.09E-07,8.70E-08,5.23E-10
2,1,4,11,30697,1.03E-06,0.000673428,0.0049,1.09E-07,8.70E-08,7.92E-10
2,1,4,12,33144,7.40E-07,0.000464261,0.0049,1.09E-07,8.70E-08,5.20E-10
2,1,4,13,34249,1.02E-06,0.000592694,0.0049,1.09E-07,8.70E-08,6.49E-10
2,1,4,14,34772,6.98E-07,0.000438966,0.0049,1.09E-07,8.70E-08,4.86E-10
2,1,4,15,33009,9.47E-07,0.000599581,0.0049,1.09E-07,8.70E-08,6.58E-10
2,1,4,16,34623,7.17E-07,0.00155524,0.0049,1.09E-07,8.70E-08,4.90E-10
2,1,4,17,26569,1.23E-06,0.00207398,0.0049,1.09E-07,8.70E-08,9.32E-10
2,1,4,18,31481,7.89E-07,0.00164523,0.0049,1.09E-07,8.70E-08,5.39E-10
2,1,4,19,32871,1.27E-06,0.00165215,0.0049,1.09E-07,8.70E-08,6.99E-10
2,1,4,20,31628,7.60E-07,0.000476653,0.0049,1.09E-07,8.70E-08,5.20E-10
2,1,4,21,30827,1.05E-06,0.000632616,0.0049,1.09E-07,8.70E-08,8.07E-10
2,1,4,22,32982,4.63E-07,0.00034208,0.0049,1.09E-07,8.70E-08,4.42E-10
2,1,4,23,31655,9.81E-07,0.000620261,0.0049,1.09E-07,8.70E-08,6.80E-10
2,1,4,24,34456,7.09E-07,0.000447348,0.0049,1.09E-07,8.70E-08,4.77E-10
2,1,4,25,32209,9.51E-07,0.00176831,0.0049,1.09E-07,8.70E-08,7.11E-10
2,1,4,26,34294,7.19E-07,0.000465546,0.0049,1.09E-07,8.70E-08,5.03E-10
2,1,4,27,33419,9.28E-07,0.00164695,0.0049,1.09E-07,8.70E-08,6.50E-10
2,1,4,28,34732,3.69E-07,0.000224774,0.0049,1.09E-07,8.70E-08,4.97E-10
2,1,4,29,34833,9.14E-07,0.00146251,0.0049,1.09E-07,8.70E-08,6.35E-10
2,1,4,30,34407,7.16E-07,0.000450523,0.0049,1.09E-07,8.70E-08,5.02E-10
2,1,4,31,33438,9.26E-07,0.00163192,0.0049,1.09E-07,8.70E-08,6.59E-10
2,1,4,32,31171,8.00E-07,0.000509711,0.0049,1.09E-07,8.70E-08,5.65E-10
2,1,4,33,32387,9.74E-07,0.00148888,0.0049,1.09E-07,8.70E-08,8.54E-10
2,1,4,34,33563,7.23E-07,0.00046331,0.0049,1.09E-07,8.70E-08,5.09E-10
2,1,4,35,33842,9.32E-07,0.0013327,0.0049,1.09E-07,8.70E-08,8.00E-10
2,1,4,36,30747,3.46E-07,0.000213867,0.0049,1.09E-07,8.70E-08,2.99E-10
2,2,1,1,66803,2.14E-06,0.000285621,0.007225,8.41E-08,5.55E-07,8.62E-10
2,2,1,2,66592,1.95E-06,0.000260619,0.007225,8.41E-08,5.55E-07,8.03E-10
2,2,1,3,None,0,0,0,0,0,0
2,2,1,4,65696,2.00E-06,0.000262772,0.007225,8.41E-08,5.55E-07,8.40E-10
2,2,1,5,65156,2.22E-06,0.000298971,0.007225,8.41E-08,5.55E-07,8.92E-10
2,2,1,6,65079,2.00E-06,0.000268005,0.007225,8.41E-08,5.55E-07,8.11E-10
2,2,1,7,67128,2.14E-06,0.000284928,0.007225,8.41E-08,5.55E-07,8.65E-10
2,2,1,8,61783,2.12E-06,0.000278842,0.007225,8.41E-08,5.55E-07,8.50E-10
2,2,1,9,40559,3.89E-06,0.000502268,0.007225,8.41E-08,5.55E-07,1.40E-09
2,2,1,10,58669,2.24E-06,0.000300987,0.007225,8.41E-08,5.55E-07,8.96E-10
2,2,1,11,62896,2.30E-06,0.000311191,0.007225,8.41E-08,5.55E-07,1.01E-09
2,2,1,12,64767,2.01E-06,0.000268339,0.007225,8.41E-08,5.55E-07,7.95E-10
2,2,1,13,64146,2.22E-06,0.000283007,0.007225,8.41E-08,5.55E-07,8.93E-10
2,2,1,14,67077,1.95E-06,0.000260502,0.007225,8.41E-08,5.55E-07,7.90E-10
2,2,1,15,67394,2.12E-06,0.000286758,0.007225,8.41E-08,5.55E-07,8.54E-10
2,2,1,16,64394,2.03E-06,0.000273476,0.007225,8.41E-08,5.55E-07,8.31E-10
2,2,1,17,44267,3.21E-06,0.000435299,0.007225,8.41E-08,5.55E-07,1.29E-09
2,2,1,18,64098,2.04E-06,0.000271254,0.007225,8.41E-08,5.55E-07,8.37E-10
2,2,2,1,16957,6.72E-05,0.0399284,0.011025,2.12E-07,1.94E-07,6.87E-09
2,2,2,2,22151,4.37E-05,0.00807368,0.011025,2.12E-07,1.94E-07,4.86E-09
2,2,2,3,14948,7.69E-05,0.0414761,0.011025,2.12E-07,1.94E-07,7.30E-09
2,2,2,4,13692,8.17E-05,0.0380739,0.011025,2.12E-07,1.94E-07,7.63E-09
2,2,2,5,15207,6.81E-05,0.0241193,0.011025,2.12E-07,1.94E-07,6.68E-09
2,2,2,6,15464,8.15E-05,0.0334089,0.011025,2.12E-07,1.94E-07,8.71E-09
2,2,2,7,17759,6.35E-05,0.0304645,0.011025,2.12E-07,1.94E-07,6.58E-09
2,2,2,8,17218,5.63E-05,0.0336234,0.011025,2.12E-07,1.94E-07,5.91E-09
2,2,2,9,20335,4.82E-05,0.0264098,0.011025,2.12E-07,1.94E-07,5.32E-09
2,2,2,10,22741,4.14E-05,0.0246433,0.011025,2.12E-07,1.94E-07,4.68E-09
2,2,2,11,22191,4.35E-05,0.00806918,0.011025,2.12E-07,1.94E-07,4.80E-09
2,2,2,12,19950,4.75E-05,0.0259887,0.011025,2.12E-07,1.94E-07,5.12E-09
2,2,2,13,19634,4.98E-05,0.009463,0.011025,2.12E-07,1.94E-07,5.42E-09
2,2,2,14,23089,4.11E-05,0.0221291,0.011025,2.12E-07,1.94E-07,4.03E-09
2,2,2,15,22526,4.44E-05,0.00792036,0.011025,2.12E-07,1.94E-07,4.96E-09
2,2,2,16,16037,6.07E-05,0.031844,0.011025,2.12E-07,1.94E-07,6.00E-09
2,2,2,17,17409,5.41E-05,0.0120038,0.011025,2.12E-07,1.94E-07,5.41E-09
2,2,2,18,19505,4.80E-05,0.0248956,0.011025,2.12E-07,1.94E-07,4.70E-09
2,2,2,19,23462,4.17E-05,0.0205871,0.011025,2.12E-07,1.94E-07,4.11E-09
2,2,2,20,19255,4.88E-05,0.0259413,0.011025,2.12E-07,1.94E-07,4.27E-09
2,2,2,21,18197,5.18E-05,0.00926748,0.011025,2.12E-07,1.94E-07,5.41E-09
